LotArea,SalePrice,Rooms,HasGarage,NoiseFeature,Neighborhood,Condition,Description,SaleDate,ImagePath
6883,74203.1531819191,7,1,-0.0013369952020600845,A,Good,renovated spacious central garage bright spacious quiet,2018-07-09,house_images/img_742.png
3493,92652.96798203466,2,0,1.124218803189845,D,Excellent,cozy near school modern big kitchen quiet bright luxury big kitchen cozy garage central near school,2012-12-16,house_images/img_743.png
1321,89593.4502856376,8,0,2.0486315307977825,A,Good,beautiful view garage cozy quiet garage garden big kitchen near school sunny,2004-11-10,house_images/img_744.png
11491,174812.9016212608,4,0,-1.134665329881441,D,Fair,beautiful view modern luxury luxury bright cozy big kitchen sunny near school big kitchen beautiful view,2009-04-04,house_images/img_745.png
2421,387030.0043948237,3,0,-0.952556117994652,A,Fair,near school central cozy garage beautiful view central garage near school luxury spacious beautiful view cozy,2013-10-04,house_images/img_746.png
3921,496654.58978874783,8,0,0.32149790255470695,A,Good,central central garage sunny quiet sunny central bright,2011-02-02,house_images/img_747.png
11847,223915.84106745446,2,1,-0.8164023483019187,B,Poor,sunny quiet renovated spacious near school beautiful view spacious quiet luxury garage sunny,2009-06-22,house_images/img_748.png
4893,209069.5472325512,3,1,0.9335837704002741,C,Excellent,sunny garden luxury renovated sunny big kitchen garden garden modern quiet beautiful view modern,2005-02-23,house_images/img_749.png
621,66136.17367277668,3,1,1.0941174590843372,A,Good,spacious garden quiet spacious big kitchen luxury central garden spacious,2010-07-02,house_images/img_750.png
14053,124077.68000891045,1,1,-0.5465763122464581,D,Good,near school beautiful view central big kitchen bright cozy modern garden luxury,2011-09-18,house_images/img_751.png
4940,109766.2214923366,6,1,-0.763537266641475,B,Fair,sunny renovated bright quiet garage sunny near school,2005-01-18,house_images/img_752.png
2039,119321.42734370077,2,1,-0.2747790216527191,D,Poor,spacious central garage big kitchen spacious bright quiet big kitchen,2009-03-31,house_images/img_753.png
749,149631.08205776743,1,1,0.10401821396301843,D,Excellent,garden garden luxury quiet garage sunny near school beautiful view,2000-03-12,house_images/img_754.png
7900,128534.76752925235,2,1,0.31483718989519166,A,Good,bright garden cozy sunny garage big kitchen quiet garage modern big kitchen renovated,2018-10-15,house_images/img_755.png
4838,60497.06284428582,6,1,-2.25281705904917,A,Excellent,garage big kitchen modern modern sunny renovated big kitchen luxury garage,2004-08-03,house_images/img_756.png
3812,236559.52061931236,4,1,-0.9674555188501185,C,Excellent,bright central bright cozy bright big kitchen,2003-07-19,house_images/img_757.png
11216,95189.8394988242,6,1,-0.404099348870584,A,Good,sunny renovated quiet cozy garden big kitchen bright beautiful view garage garage renovated quiet,2018-10-22,house_images/img_758.png
7769,183436.4256190681,9,0,-0.796989331746887,A,Excellent,garage garage garage sunny cozy quiet garden garden,2017-07-22,house_images/img_759.png
822,459108.2660035688,8,1,-2.8647098923529533,C,Fair,modern renovated quiet renovated bright near school,2002-11-09,house_images/img_760.png
1867,102776.0578110377,1,1,-1.8883724653546936,D,Poor,modern sunny renovated quiet spacious modern,2007-03-10,house_images/img_761.png
1428,45929.19445489442,8,0,-1.305358525584367,C,Poor,garage cozy garden garden beautiful view cozy garage,2008-04-30,house_images/img_762.png
6811,141068.07990808366,9,1,-0.11528420085321883,C,Poor,modern luxury modern renovated quiet luxury quiet spacious spacious bright sunny,2002-03-25,house_images/img_763.png
170,282230.6201066752,6,1,-0.4362021934813096,C,Fair,garden garden garage beautiful view garden near school renovated garden beautiful view luxury,2015-05-24,house_images/img_764.png
4218,433294.85215892864,5,1,-0.6315690825285746,B,Fair,beautiful view quiet modern big kitchen spacious bright beautiful view beautiful view garden quiet,2006-01-03,house_images/img_765.png
7187,88011.71439921389,6,1,0.7965149607928405,D,Fair,modern cozy garden beautiful view modern garden near school bright,2009-08-01,house_images/img_766.png
10468,208636.67303177062,6,0,0.7961336649237618,B,Poor,renovated cozy beautiful view garage modern modern quiet,2000-11-05,house_images/img_767.png
2093,128971.24759107895,9,1,0.1499186534818738,B,Excellent,beautiful view bright sunny near school renovated big kitchen garden garden near school,2018-03-28,house_images/img_768.png
8609,154357.37701311876,4,0,0.12012028271865843,A,Fair,luxury luxury renovated beautiful view sunny renovated cozy luxury near school garden central,2005-08-23,house_images/img_769.png
586,610584.3164675758,2,1,-0.8566605509334115,C,Good,bright near school quiet central cozy spacious,2011-07-29,house_images/img_770.png
9368,76765.82520587926,9,1,-0.736992330656528,C,Fair,quiet quiet beautiful view beautiful view near school bright,2005-02-20,house_images/img_771.png
681,184770.50689836012,2,1,-1.707649383125218,B,Good,bright modern modern garden spacious luxury modern quiet luxury cozy,2007-09-03,house_images/img_772.png
2531,205632.6463861224,9,1,-0.250751431778331,A,Poor,sunny garage sunny cozy garage modern renovated garden garage sunny near school spacious,2006-10-22,house_images/img_773.png
7980,280097.53547297744,2,1,0.7857412897111967,A,Good,big kitchen big kitchen garage quiet beautiful view,2018-11-08,house_images/img_774.png
812,170926.954359667,8,1,1.35432989677456,A,Fair,cozy bright near school modern garage beautiful view central quiet,2013-03-28,house_images/img_775.png
1301,189856.77854289577,9,1,-0.2447798579054633,D,Fair,big kitchen bright sunny sunny spacious garage garage cozy,2010-04-03,house_images/img_776.png
6405,133809.94031942467,9,0,0.49166883200969064,B,Excellent,spacious cozy central modern big kitchen bright luxury quiet renovated quiet central garden,2002-03-05,house_images/img_777.png
6365,186197.54716584116,9,1,-2.8559892428611966,D,Poor,cozy cozy spacious beautiful view garage cozy renovated central beautiful view sunny cozy modern,2017-07-16,house_images/img_778.png
5124,137091.49961122058,2,0,-0.43292832039842405,A,Good,spacious renovated sunny near school big kitchen renovated bright garden near school cozy central near school,2018-07-31,house_images/img_779.png
5920,222078.44291984232,4,0,-0.4563623801332636,A,Poor,cozy bright spacious luxury garage quiet luxury quiet modern,2010-12-28,house_images/img_780.png
3912,135292.5611154566,7,1,1.491168314225383,A,Fair,garage modern spacious renovated sunny garage central modern modern renovated luxury,2011-12-02,house_images/img_781.png
1450,196526.03535324967,2,1,0.39293346092141807,C,Excellent,near school cozy quiet renovated cozy garden,2014-08-28,house_images/img_782.png
2120,160390.79631043275,1,1,0.49425542288060725,B,Fair,garage central luxury renovated cozy spacious near school near school sunny modern luxury,2009-04-30,house_images/img_783.png
1002,285793.5926953809,3,0,0.4423283109989927,C,Fair,big kitchen garage beautiful view quiet beautiful view modern modern spacious garden,2006-09-22,house_images/img_784.png
11954,158625.78252904612,4,1,0.04544273233222131,D,Fair,garden luxury cozy quiet beautiful view modern quiet,2005-01-25,house_images/img_785.png
4378,67069.43908270773,8,0,1.5323653308491296,C,Good,cozy quiet luxury sunny big kitchen cozy bright bright renovated big kitchen modern,2002-09-01,house_images/img_786.png
2561,305883.8550907527,6,1,-2.305279547965073,B,Fair,quiet cozy sunny quiet cozy beautiful view near school quiet bright big kitchen,2002-11-13,house_images/img_787.png
3099,103480.02206904994,2,0,0.14621040871541796,C,Poor,quiet renovated garden central luxury,2011-12-15,house_images/img_788.png
14714,117373.54622162317,9,1,1.1298028516395635,A,Poor,cozy modern spacious renovated central near school sunny spacious quiet,2014-04-11,house_images/img_789.png
832,120833.56151152971,2,0,-1.8913934531926484,D,Excellent,renovated near school beautiful view sunny luxury luxury,2011-08-08,house_images/img_790.png
4412,323585.6267899812,5,1,0.8379178537723022,D,Poor,modern big kitchen garage beautiful view cozy spacious spacious quiet,2010-05-17,house_images/img_791.png
3524,55947.156652440106,4,1,-0.7611632412653166,A,Fair,big kitchen quiet bright cozy beautiful view renovated garden luxury central garage,2013-09-06,house_images/img_792.png
4726,781424.8529995175,7,1,0.10981592884204117,A,Fair,near school modern quiet central beautiful view sunny beautiful view bright,2008-04-09,house_images/img_793.png
91,275964.74596583814,8,1,-0.7803593809454268,A,Poor,sunny big kitchen modern garden bright renovated sunny garage,2011-12-18,house_images/img_794.png
10283,181974.06521104195,5,0,0.9591516765490222,B,Excellent,garage renovated central luxury cozy garage,2017-07-29,house_images/img_795.png
13449,158348.40823026543,5,1,-0.28836188122356626,C,Excellent,big kitchen renovated bright spacious cozy big kitchen renovated garage bright garden,2011-01-12,house_images/img_796.png
4163,187733.1910823904,2,1,0.8457968563572118,D,Poor,near school sunny garage renovated garage big kitchen bright bright cozy modern near school,2001-04-09,house_images/img_797.png
5964,211200.08096890553,8,1,0.4353298362643412,C,Good,cozy garage big kitchen beautiful view sunny modern near school sunny,2014-08-02,house_images/img_798.png
12787,224719.40026736856,2,1,-0.7937924840588386,A,Good,garden sunny sunny renovated sunny bright beautiful view big kitchen renovated quiet central central,2014-10-29,house_images/img_799.png
6141,214872.95661648974,6,1,0.5018591903955252,A,Good,quiet sunny renovated quiet garden luxury near school beautiful view garden,2000-10-14,house_images/img_800.png
827,170210.35622021914,8,0,-0.6635690580127322,C,Good,cozy modern big kitchen garden garden near school near school luxury garage beautiful view garage,2008-09-30,house_images/img_801.png
4293,147462.73663270907,6,1,0.06412809383997362,D,Poor,cozy near school garage modern spacious near school spacious cozy modern renovated,2002-05-25,house_images/img_802.png
4666,150898.5986611779,4,0,-0.30659436148979985,B,Excellent,renovated spacious central quiet spacious,2005-06-15,house_images/img_803.png
2759,147642.02307749528,4,1,0.8999118663887735,C,Fair,garden sunny modern near school bright beautiful view,2008-01-04,house_images/img_804.png
6667,286898.86573278555,6,1,0.5403222707374178,A,Fair,cozy central garden quiet renovated modern central modern spacious cozy,2017-04-24,house_images/img_805.png
13618,218989.34642199063,4,0,-0.030721548604742365,A,Poor,garden big kitchen quiet sunny beautiful view big kitchen quiet luxury spacious cozy garden,2003-01-25,house_images/img_806.png
12989,37414.20344886874,8,0,-0.685711777155661,B,Fair,garage central sunny near school bright spacious cozy garage,2014-07-16,house_images/img_807.png
2996,225923.19791523283,9,1,-1.2689914898307182,C,Good,bright modern sunny big kitchen bright bright beautiful view spacious cozy,2001-03-22,house_images/img_808.png
600,179399.0794565701,1,0,0.1356564192906978,B,Excellent,sunny beautiful view cozy spacious modern luxury quiet beautiful view central cozy,2007-10-03,house_images/img_809.png
20945,161239.42027003114,4,1,-0.6322908931517588,B,Poor,big kitchen big kitchen cozy quiet quiet,2009-10-08,house_images/img_810.png
9128,134019.5244882872,4,1,-1.8779961575738253,D,Excellent,quiet luxury big kitchen renovated luxury beautiful view garage spacious garage,2018-05-10,house_images/img_811.png
665,285516.859819474,2,0,-1.3300285409962505,D,Poor,central near school bright sunny luxury modern near school renovated bright,2018-02-22,house_images/img_812.png
12681,261388.5380937283,6,1,1.625875305541717,A,Poor,sunny renovated garden near school spacious,2007-12-06,house_images/img_813.png
10197,110587.3699819717,3,1,-0.6599763849894453,C,Poor,bright beautiful view luxury sunny modern renovated central cozy near school,2001-12-22,house_images/img_814.png
36570,199491.34752355533,7,0,1.0821627775104015,D,Poor,luxury garden luxury renovated sunny renovated garage sunny near school,2005-12-03,house_images/img_815.png
4473,100124.69445488062,5,0,-0.3566497271982808,A,Excellent,luxury bright garage modern near school,2007-01-26,house_images/img_816.png
2545,81649.49533980494,4,1,1.2395776351608137,C,Fair,bright renovated modern cozy modern beautiful view spacious,2003-09-13,house_images/img_817.png
281,118971.75461039077,5,1,1.167164017474378,A,Poor,cozy garden near school sunny big kitchen,2010-11-24,house_images/img_818.png
2041,250495.6254776199,8,1,-0.8256954269006574,D,Good,cozy near school sunny quiet garden near school central central central beautiful view,2012-04-29,house_images/img_819.png
8119,262121.26592066896,3,0,-1.987975666807605,A,Poor,spacious modern garden big kitchen sunny luxury beautiful view luxury garden,2009-04-07,house_images/img_820.png
23,210353.07555614016,7,0,-1.9033204770303203,C,Excellent,renovated luxury garage spacious garden,2004-09-21,house_images/img_821.png
2028,233876.36345958375,6,1,-0.8086615039557069,C,Poor,garage near school central near school renovated luxury near school cozy garden central luxury,2001-11-24,house_images/img_822.png
2538,210678.6242556969,1,1,1.8896344255575415,A,Good,central bright garage modern spacious near school beautiful view cozy,2009-05-06,house_images/img_823.png
3854,118096.71688961769,7,1,-0.4105620749225392,C,Excellent,quiet quiet near school luxury modern luxury beautiful view garage modern near school modern luxury,2001-05-09,house_images/img_824.png
12619,201987.53616717146,7,0,0.14524395007345442,A,Poor,cozy modern cozy luxury bright renovated near school beautiful view central beautiful view cozy cozy,2002-08-05,house_images/img_825.png
2125,242851.33928257483,1,0,1.30333686620339,C,Good,luxury big kitchen big kitchen luxury renovated garden beautiful view big kitchen,2000-01-23,house_images/img_826.png
2130,237315.47779994478,9,0,0.11032136311168815,A,Excellent,modern garden big kitchen quiet big kitchen near school central quiet near school renovated quiet garage,2003-02-02,house_images/img_827.png
6687,294919.1959411573,6,0,0.07589103852077479,A,Poor,big kitchen renovated near school bright central bright beautiful view,2015-11-12,house_images/img_828.png
3009,231920.96479036496,2,1,0.6226631939451467,A,Good,luxury renovated spacious beautiful view sunny big kitchen quiet spacious,2001-07-11,house_images/img_829.png
1271,194021.47033870674,5,1,0.2889697555099871,B,Excellent,luxury bright sunny sunny central garage spacious big kitchen garden near school central,2004-06-04,house_images/img_830.png
3011,277916.25857812166,4,1,-0.09946710500348493,C,Poor,near school central quiet garden spacious renovated cozy,2013-10-15,house_images/img_831.png
759,160610.80711843676,7,1,-0.7214493431974422,D,Excellent,renovated sunny luxury luxury garden cozy quiet modern garden cozy sunny luxury,2010-03-19,house_images/img_832.png
970,104721.80892820653,8,1,0.0784888908654562,A,Good,cozy garage quiet big kitchen central renovated garden central,2014-08-16,house_images/img_833.png
3449,150011.39217504248,1,1,1.0943997970831405,B,Poor,bright big kitchen modern central big kitchen spacious bright sunny,2019-02-28,house_images/img_834.png
2714,112145.08094515193,5,0,1.782004586998721,D,Poor,garden beautiful view sunny modern sunny garage sunny near school beautiful view near school cozy beautiful view,2004-07-14,house_images/img_835.png
12316,116123.65137814444,3,0,0.29227664156891014,A,Poor,garden garage garden cozy garden luxury quiet central bright garage garage,2011-06-05,house_images/img_836.png
2250,151409.09103396419,1,1,0.7551611350959729,D,Good,garden quiet garage spacious quiet,2014-11-24,house_images/img_837.png
4344,109512.0687981618,3,1,0.26973070716281194,B,Fair,quiet bright modern near school big kitchen luxury central near school cozy garage garden,2002-03-17,house_images/img_838.png
5001,139527.81278591664,6,1,-0.08732936440360271,D,Poor,luxury bright garage bright garage modern quiet garden central sunny,2009-01-25,house_images/img_839.png
65,63145.23480150952,7,0,0.5142570786126844,A,Good,spacious sunny cozy sunny renovated bright sunny garage,2014-01-24,house_images/img_840.png
5446,181071.42645186197,8,0,1.1893328343124843,D,Excellent,near school bright renovated garden garage luxury,2013-04-25,house_images/img_841.png
980,162852.91943432903,4,1,-0.8863618360191453,D,Excellent,modern garage big kitchen near school beautiful view quiet,2001-03-29,house_images/img_842.png
16229,108169.60429772628,3,1,-1.4513967023129088,A,Good,central renovated central beautiful view quiet spacious luxury spacious near school,2008-02-23,house_images/img_843.png
804,226301.35839122895,5,1,-0.5330082496364661,B,Fair,garage luxury cozy renovated sunny sunny sunny luxury big kitchen cozy,2006-05-13,house_images/img_844.png
2677,260090.53705178155,9,1,0.2116619432997037,B,Good,near school near school modern beautiful view luxury central,2003-12-18,house_images/img_845.png
446,72854.53550477921,6,1,0.8698716176212316,D,Excellent,renovated quiet garden quiet bright garden luxury sunny garden,2015-04-27,house_images/img_846.png
28840,111150.18799088281,9,0,-0.9895078248554882,C,Excellent,cozy cozy beautiful view garage big kitchen central central beautiful view,2014-02-02,house_images/img_847.png
3487,110794.10247362088,6,0,-2.488576522624811,D,Poor,luxury spacious cozy sunny quiet sunny bright,2007-01-05,house_images/img_848.png
4524,101727.04231016197,2,1,-0.5094486566710162,C,Fair,garden cozy bright garage cozy sunny renovated beautiful view quiet bright,2016-05-20,house_images/img_849.png
347,246406.3843866358,5,0,-0.1939142256582361,D,Good,luxury quiet quiet central luxury quiet spacious central renovated bright luxury,2006-11-16,house_images/img_850.png
6930,147721.92947911055,9,0,-1.162273483411438,B,Excellent,cozy cozy luxury renovated spacious cozy quiet garage cozy central big kitchen,2019-01-11,house_images/img_851.png
1178,142591.98501897845,8,1,-0.7560909288173119,D,Excellent,quiet sunny modern spacious garden spacious spacious,2007-11-11,house_images/img_852.png
11416,59758.62541568704,7,1,0.8672834100869976,D,Excellent,luxury central big kitchen quiet beautiful view central modern luxury garage luxury big kitchen,2000-12-28,house_images/img_853.png
1147,223621.24185548397,1,0,0.07812006959609911,C,Good,renovated cozy sunny big kitchen big kitchen cozy spacious big kitchen spacious big kitchen renovated,2009-06-16,house_images/img_854.png
1057,87585.5056460882,4,1,0.3456221186093177,B,Good,cozy bright central spacious cozy renovated,2007-08-30,house_images/img_855.png
186,167705.763498914,7,0,-0.3556822316105475,C,Fair,spacious luxury near school spacious big kitchen renovated garage bright modern,2012-08-25,house_images/img_856.png
3193,186967.19805487877,7,0,-0.7541104109583259,D,Poor,modern garage spacious big kitchen quiet modern,2009-06-15,house_images/img_857.png
4160,321363.86562610633,6,0,-0.3628982294241439,A,Poor,sunny near school garage garden big kitchen luxury garden quiet modern,2008-11-29,house_images/img_858.png
339,84591.56198081523,8,0,0.49888019417969204,D,Poor,modern spacious big kitchen garden central bright near school,2003-05-02,house_images/img_859.png
7470,35962.928468041006,6,0,-1.4913202113412167,D,Excellent,quiet garage quiet spacious beautiful view garage garage spacious,2004-01-25,house_images/img_860.png
3019,178425.2049279353,3,0,1.6501702598320112,C,Poor,luxury garden spacious cozy modern cozy luxury big kitchen near school sunny big kitchen beautiful view,2005-10-04,house_images/img_861.png
3715,400414.52050190896,4,1,0.5748584956824029,A,Excellent,big kitchen quiet renovated modern beautiful view quiet spacious big kitchen central renovated,2014-08-24,house_images/img_862.png
2905,302390.09752443637,3,1,-0.5358801042907151,A,Fair,garden big kitchen garden central bright modern central big kitchen big kitchen,2006-12-11,house_images/img_863.png
2560,180742.69199438757,1,1,0.8134071178865006,C,Excellent,modern garage bright bright garden cozy central quiet,2005-01-29,house_images/img_864.png
4100,127284.74052652935,5,0,1.2223490670731079,B,Fair,beautiful view sunny garage garage beautiful view,2013-03-10,house_images/img_865.png
843,243667.84802762867,1,1,-0.3303380496024384,A,Fair,garage beautiful view quiet cozy bright renovated renovated luxury,2016-08-23,house_images/img_866.png
1004,100030.14806136856,1,1,-0.21658478976506132,A,Poor,garage luxury sunny big kitchen garden quiet cozy cozy big kitchen sunny cozy,2003-04-22,house_images/img_867.png
9894,206525.4409824409,2,1,1.4934742134730048,C,Poor,garden big kitchen sunny garden garden quiet near school beautiful view central,2003-12-19,house_images/img_868.png
14604,209553.6516983342,4,0,2.1189751469180984,B,Excellent,big kitchen beautiful view beautiful view garage quiet renovated,2015-01-16,house_images/img_869.png
2336,276538.3957426944,6,0,0.02943565756810758,B,Good,sunny quiet cozy spacious modern garage beautiful view luxury,2016-12-06,house_images/img_870.png
1578,646824.3283974539,8,0,-1.1582143470889743,D,Poor,spacious garage garage beautiful view quiet central luxury luxury renovated,2004-02-16,house_images/img_871.png
5164,198036.76684793344,3,1,-0.47060215492455837,D,Poor,luxury central sunny luxury renovated cozy big kitchen garden,2002-09-30,house_images/img_872.png
2627,126186.74440300258,1,0,1.033015744469201,C,Good,big kitchen garden near school big kitchen luxury cozy big kitchen modern spacious spacious luxury bright,2017-07-13,house_images/img_873.png
128,160686.8700894841,3,0,-1.0302152960137945,B,Good,bright sunny bright renovated sunny renovated,2018-01-10,house_images/img_874.png
848,67202.25265192568,3,1,-0.20828319975901888,C,Poor,cozy spacious near school near school sunny garden spacious cozy renovated big kitchen sunny sunny,2002-07-14,house_images/img_875.png
6293,114994.94322884078,5,1,0.29258488143162964,D,Good,garage garden spacious cozy near school,2013-07-22,house_images/img_876.png
5378,132635.33255670153,4,1,-0.9227146864076674,C,Excellent,modern garage modern modern renovated spacious,2000-03-24,house_images/img_877.png
137,125236.07073082705,4,0,1.096434561876077,C,Fair,beautiful view luxury luxury modern spacious cozy central quiet garden cozy modern garden,2016-12-11,house_images/img_878.png
1254,175637.49035789943,9,1,0.6939675152043746,A,Fair,modern cozy quiet cozy garden spacious cozy bright spacious garden,2018-01-09,house_images/img_879.png
1313,107881.64588973389,7,1,2.009545909525292,A,Poor,beautiful view central garden near school beautiful view beautiful view renovated near school,2010-03-31,house_images/img_880.png
5572,285077.2096638519,4,0,0.781460895857772,A,Poor,central cozy near school renovated bright spacious beautiful view big kitchen quiet luxury,2010-10-02,house_images/img_881.png
99,162771.64269510153,3,1,-0.9608896355660385,D,Excellent,modern near school spacious modern renovated beautiful view,2004-03-22,house_images/img_882.png
549,161999.71248527497,6,1,0.5303690609091914,C,Good,garden quiet cozy garden garage,2002-09-12,house_images/img_883.png
8045,138144.10269467652,3,0,0.9880216735158562,A,Poor,big kitchen beautiful view sunny cozy renovated big kitchen garden bright garden beautiful view modern big kitchen,2016-04-30,house_images/img_884.png
983,175886.70443325976,6,1,1.0394788141253464,A,Fair,big kitchen renovated garden modern spacious cozy sunny near school beautiful view big kitchen beautiful view garage,2011-08-02,house_images/img_885.png
5288,245867.76563839422,9,0,-0.7768421478907362,A,Excellent,sunny quiet spacious garage garage central central renovated bright sunny garage garage,2014-07-08,house_images/img_886.png
1360,105496.69370779318,6,1,-0.8963377023554752,D,Excellent,central near school garden near school luxury luxury garden cozy beautiful view big kitchen luxury,2015-12-16,house_images/img_887.png
523,117118.52737367648,4,0,-1.1396371191090116,D,Good,modern big kitchen sunny spacious luxury cozy near school bright,2014-06-27,house_images/img_888.png
1393,139823.610974426,5,0,1.6047319941388665,C,Poor,garage bright bright big kitchen luxury,2002-06-27,house_images/img_889.png
6405,83038.90718947056,6,1,0.6228788238420383,C,Poor,beautiful view beautiful view quiet near school garage bright spacious beautiful view beautiful view cozy garage beautiful view,2007-12-18,house_images/img_890.png
9679,108052.34559692522,3,1,-0.8212186242087107,C,Excellent,bright luxury garden sunny modern garage garden renovated sunny,2018-12-23,house_images/img_891.png
8866,128269.5981222248,8,0,0.12718893875712056,A,Fair,big kitchen near school bright near school central bright spacious cozy garden cozy bright garden,2012-10-29,house_images/img_892.png
2530,252002.57642659714,4,0,-0.12368731340102396,B,Poor,garden garage quiet spacious luxury bright bright spacious big kitchen renovated sunny spacious,2016-07-22,house_images/img_893.png
5514,185587.29892954708,8,0,-0.9725814689656829,D,Fair,modern renovated big kitchen spacious cozy quiet luxury modern garden beautiful view,2013-10-30,house_images/img_894.png
1146,179296.28782746376,3,0,0.03618394395660312,A,Excellent,modern renovated cozy renovated garden bright near school,2007-06-30,house_images/img_895.png
1734,249059.9678236536,7,1,0.19069528772043906,A,Poor,bright renovated garage luxury big kitchen cozy,2007-01-30,house_images/img_896.png
11332,151951.1103718994,9,1,1.9312530946518993,C,Fair,big kitchen garage near school spacious quiet near school bright,2003-02-17,house_images/img_897.png
65,197843.66457858702,4,0,-0.6556875257662731,C,Excellent,big kitchen garage big kitchen modern garage,2003-08-24,house_images/img_898.png
446,154567.95603971294,8,1,-1.7093993241953382,A,Fair,modern luxury sunny sunny modern central bright modern,2018-10-04,house_images/img_899.png
1165,185847.397927611,3,1,-1.0489537353559772,D,Poor,cozy bright beautiful view bright central near school bright,2009-03-02,house_images/img_900.png
134,121615.61720066861,7,1,-0.8926474234322223,D,Good,garage renovated cozy near school luxury luxury renovated renovated sunny,2004-04-02,house_images/img_901.png
1001,48078.550489311936,3,1,-0.4269271760328953,A,Fair,quiet beautiful view garage cozy modern near school garage quiet beautiful view near school,2006-05-31,house_images/img_902.png
4373,152186.25612304578,7,1,-1.0465037291271424,B,Good,cozy bright renovated cozy luxury luxury,2004-12-11,house_images/img_903.png
2735,331497.0096984823,6,0,0.8221220058189397,B,Poor,cozy big kitchen big kitchen big kitchen spacious cozy,2005-10-01,house_images/img_904.png
11159,258618.09120289813,2,1,-1.1160327630094797,D,Good,quiet near school luxury quiet garden central renovated central central bright spacious,2002-03-16,house_images/img_905.png
8503,263734.6445325001,3,1,0.02001796829923024,C,Excellent,quiet modern renovated garage quiet,2015-03-14,house_images/img_906.png
2091,301964.6875576016,6,0,2.0001921835221745,B,Good,quiet luxury modern beautiful view sunny bright cozy,2011-05-10,house_images/img_907.png
1501,170131.81458300244,4,0,0.5535682717636239,B,Fair,big kitchen quiet bright cozy garden near school renovated luxury garden luxury renovated,2007-08-07,house_images/img_908.png
2387,179630.6098340925,6,1,0.4507570117123593,C,Fair,modern sunny spacious spacious luxury cozy renovated luxury central big kitchen modern quiet,2000-03-12,house_images/img_909.png
4461,119512.23765709935,1,1,1.8573162007451602,B,Good,renovated cozy central renovated garden modern modern cozy garage,2000-01-28,house_images/img_910.png
1560,138963.08092624773,1,0,1.245649564236973,A,Excellent,sunny beautiful view beautiful view beautiful view garage cozy garage,2001-04-13,house_images/img_911.png
4892,221435.26643270493,3,0,0.5651243673526035,B,Poor,near school garage garage garage luxury garden bright spacious modern renovated,2010-11-27,house_images/img_912.png
2633,297135.1065584294,8,0,-0.31072684994446903,C,Good,garden garage big kitchen near school beautiful view sunny near school big kitchen garage central,2002-02-02,house_images/img_913.png
4015,151793.5817608518,8,0,-0.022688874789793468,A,Fair,near school big kitchen modern renovated beautiful view,2018-04-26,house_images/img_914.png
2864,129950.04255923736,4,0,-0.07130386766620643,B,Fair,modern cozy bright near school sunny,2003-11-25,house_images/img_915.png
1743,162797.76100708972,6,1,-0.40142554757210847,D,Good,central garage sunny spacious modern renovated modern quiet modern near school,2006-02-26,house_images/img_916.png
14826,219828.58762105534,8,0,0.21203651188292444,A,Good,beautiful view bright renovated central garage modern central garden garage spacious luxury,2010-06-29,house_images/img_917.png
7211,79068.71724737821,7,1,0.35074769704765607,A,Good,cozy cozy beautiful view cozy quiet luxury near school garden,2013-06-16,house_images/img_918.png
754,51632.6510392023,7,0,-1.2446284671582257,D,Poor,garden cozy cozy modern cozy central garden modern luxury,2011-02-12,house_images/img_919.png
10142,123590.82319499968,4,0,1.6320424999622984,D,Fair,garage near school cozy near school bright,2011-02-22,house_images/img_920.png
3341,88401.46200816888,9,1,0.4097975130732815,B,Fair,near school central beautiful view bright central renovated cozy spacious,2015-04-17,house_images/img_921.png
11247,126238.70795241225,6,1,-0.26278296195061757,B,Fair,garage beautiful view beautiful view sunny spacious modern renovated quiet luxury beautiful view,2004-08-02,house_images/img_922.png
8043,151162.37068019397,3,1,0.22117597872945746,C,Poor,garage near school near school big kitchen beautiful view,2001-07-13,house_images/img_923.png
2768,129751.42653907338,5,1,0.9303688911586006,C,Excellent,bright luxury modern garden near school garage,2012-04-01,house_images/img_924.png
113,336459.7365392121,5,0,-1.4666864125858925,A,Fair,renovated near school central modern near school central bright,2010-06-28,house_images/img_925.png
1564,191639.71087373619,5,1,-0.10506072648024585,D,Fair,sunny central cozy near school central quiet bright modern garden modern garage,2005-04-02,house_images/img_926.png
3900,189138.94445722553,8,0,-1.1858557748623328,D,Excellent,near school sunny spacious sunny beautiful view,2014-02-27,house_images/img_927.png
5018,222148.99225383176,9,1,2.6570038209756204,C,Poor,near school luxury sunny spacious luxury renovated near school spacious spacious garage,2000-03-19,house_images/img_928.png
1491,92095.69155835624,9,0,0.13818604776861484,A,Excellent,renovated garden spacious luxury quiet beautiful view central cozy central near school,2015-01-26,house_images/img_929.png
750,273636.50860441773,6,0,-1.1777456475995065,A,Excellent,sunny beautiful view central central garage modern luxury cozy,2013-06-30,house_images/img_930.png
9006,156704.61149627846,6,0,3.5994667806973926,C,Excellent,garage central central quiet garden garden,2009-12-26,house_images/img_931.png
20803,227576.17775991035,9,1,-0.536018578780389,C,Excellent,luxury renovated central near school big kitchen beautiful view renovated spacious spacious big kitchen quiet,2002-10-28,house_images/img_932.png
3729,95232.0080687423,4,0,-0.2090799180762074,C,Poor,garden bright quiet cozy garden spacious garage,2005-09-03,house_images/img_933.png
